recall@100,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60,score61,score62,score63,score64,score65,score66,score67,score68,score69,score70,score71,score72,score73,score74,score75,score76,score77,score78,score79,score80,score81,score82,score83,score84,score85,score86,score87,score88,score89,score90,score91,score92,score93,score94,score95,score96,score97,score98,score99,score100
1.000000,12.860700,12.157400,11.541800,11.350200,10.449500,10.270300,9.844200,9.111100,9.002100,8.704300,8.364200,8.239700,7.860800,7.801000,7.801000,7.641100,7.597200,7.504000,7.320100,7.198700,7.105200,6.600400,6.596700,6.512900,6.391100,6.327500,6.319400,6.217400,6.150900,6.056100,5.959400,5.948400,5.763000,5.763000,5.749700,5.665500,5.583600,5.580800,5.454400,5.435000,5.373300,5.320500,5.294500,5.218100,5.207600,5.143800,5.138300,5.107400,5.104400,5.036200,5.001300,4.973100,4.933000,4.899600,4.834000,4.834000,4.788300,4.677600,4.633100,4.615300,4.474800,4.374400,4.334100,4.294500,4.255600,4.255600,4.255600,4.143100,4.106900,4.071300,4.036400,4.036400,4.036400,4.036400,4.013100,4.002000,4.002000,3.968200,3.968200,3.968200,3.968200,3.902300,3.870200,3.870200,3.866800,3.858400,3.841600,3.838600,3.838600,3.830900,3.830900,3.816700,3.807500,3.807500,3.807500,3.776900,3.776900,3.776900,3.764500,3.746800
0.750000,26.966700,24.578800,23.271600,20.987800,17.261100,16.659100,15.666200,14.988100,13.918800,13.840000,12.430100,12.412900,12.191800,11.173000,10.495700,10.405500,10.317000,9.559000,9.148700,9.107400,9.092900,8.908600,8.608100,8.160200,8.131300,8.106200,8.073700,8.024100,8.017200,7.975100,7.958500,7.950100,7.947700,7.901200,7.780900,7.718500,7.679800,7.633400,7.571700,7.393600,7.329200,7.323600,7.267100,7.222100,7.115900,7.111300,7.095200,7.052600,7.003400,6.945800,6.938200,6.929500,6.894900,6.871000,6.783700,6.776900,6.684900,6.591300,6.580900,6.505700,6.500800,6.454900,6.405700,6.361200,6.340800,6.327600,6.282700,6.113100,6.073200,5.989700,5.981800,5.883300,5.869700,5.837400,5.834700,5.826000,5.815600,5.794100,5.769000,5.702600,5.685200,5.682700,5.660900,5.644400,5.492500,5.439500,5.419800,5.377800,5.360800,5.331800,5.303100,5.259700,5.218800,5.200700,5.160500,5.143100,5.127600,5.095200,5.084100,5.054000
1.000000,19.210100,18.045800,14.936300,10.570100,9.208500,9.182600,9.182600,8.848900,8.744100,8.635500,8.582100,8.375500,8.329600,8.227100,7.900800,7.856400,7.768800,7.726000,7.563700,7.518200,7.472800,7.400200,7.343400,6.986600,6.923700,6.850900,6.842000,6.812400,6.761600,6.758100,6.758100,6.718900,6.704700,6.549300,6.449700,6.315600,6.224400,6.164300,6.036400,5.951700,5.951700,5.924900,5.884400,5.869300,5.844500,5.757200,5.711200,5.694200,5.690200,5.667600,5.635300,5.580800,5.543800,5.525100,5.496500,5.496500,5.489300,5.454000,5.441700,5.392700,5.309400,5.309400,5.227700,5.134700,4.899400,4.855800,4.649200,4.573300,4.499800,4.428600,4.423200,4.284400,4.260200,4.196300,4.185900,4.185900,4.165100,4.165100,4.154000,4.134400,4.122700,4.091800,4.074200,4.074200,4.061400,4.061400,3.987200,3.972700,3.959000,3.944000,3.944000,3.944000,3.915700,3.903800,3.876800,3.860400,3.850200,3.850200,3.850200,3.823900
0.200000,15.665300,11.208700,10.537000,10.027400,9.823600,9.336900,8.644600,8.535800,8.309900,8.197200,8.126100,7.318600,7.098300,7.095200,7.026700,6.975300,6.954500,6.776900,6.685800,6.685800,6.576600,6.543900,6.533400,6.269400,6.069100,5.989700,5.967200,5.967200,5.901900,5.702600,5.659900,5.642400,5.536800,5.528600,5.483900,5.461700,5.377800,5.353800,5.353800,5.317400,5.317400,5.314100,5.282600,5.229700,5.214200,5.193000,5.160700,5.111300,5.054000,5.045900,4.998100,4.954500,4.925400,4.922300,4.856700,4.854700,4.830800,4.827900,4.730000,4.719400,4.686700,4.681200,4.657200,4.657200,4.654500,4.622700,4.529900,4.529900,4.517900,4.499800,4.473400,4.408100,4.408100,4.327300,4.258700,4.193300,4.142000,4.104500,4.104500,4.104500,4.067700,4.067300,3.961100,3.926800,3.893000,3.893000,3.893000,3.859900,3.859900,3.827300,3.795300,3.795300,3.763800,3.763800,3.763800,3.732800,3.732800,3.732800,3.732800,3.702300
0.666667,22.781300,22.061600,22.003800,21.905400,21.873500,20.122400,19.989800,19.529500,19.449300,18.083000,17.248400,17.124700,16.569900,15.981400,15.898400,15.877800,15.241600,15.180000,14.933300,14.629500,14.386200,14.383300,14.202300,14.165200,14.025200,13.926600,13.762700,13.709000,13.466500,13.311000,12.877000,12.873600,12.803200,12.733500,12.664500,12.104200,11.461100,11.261800,10.398800,10.319700,10.319200,9.869300,9.590200,9.529300,9.522900,9.397400,9.395400,9.322500,9.200100,9.016600,8.995800,8.982900,8.815200,8.780400,8.779200,8.615800,8.606600,8.571100,8.187600,8.073600,8.055000,7.989000,7.985900,7.825600,7.824900,7.722300,7.671600,7.621600,7.547400,7.513900,7.475500,7.413300,7.373600,7.263200,7.235100,7.224900,7.190100,7.100900,7.095200,7.076500,6.973100,6.934300,6.892900,6.890000,6.884100,6.849100,6.780700,6.776900,6.752700,6.723400,6.703700,6.683500,6.637000,6.618200,6.552900,6.520000,6.506300,6.481400,6.449500,6.426100
0.333333,22.080800,13.246900,12.520900,9.952000,9.945900,8.420000,7.600200,6.994300,6.554000,6.381200,6.218300,5.914500,5.866800,5.782600,5.773600,5.750800,5.715700,5.714500,5.684100,5.683400,5.647900,5.639400,5.570000,5.389700,5.337100,5.307900,5.307900,5.166500,5.112000,5.085200,5.031400,5.006500,4.980800,4.930100,4.880500,4.880500,4.856100,4.856100,4.856100,4.831900,4.807900,4.737500,4.737500,4.714400,4.669000,4.646700,4.554600,4.538000,4.516800,4.495900,4.454600,4.311600,4.110100,4.093300,4.093300,4.059000,4.059000,3.959600,3.927500,3.896000,3.834300,3.834300,3.804300,3.804300,3.745500,3.716800,3.716800,3.716800,3.688500,3.688500,3.660700,3.633200,3.606200,3.606200,3.527500,3.502000,3.476900,3.476900,3.476900,3.427800,3.427800,3.403700,3.403700,3.403700,3.356600,3.333500,3.333500,3.333500,3.310800,3.310800,3.288300,3.266200,3.266200,3.266200,3.266200,3.266200,3.266200,3.266200,3.244300,3.244300
0.500000,27.886400,21.175600,6.953200,6.884100,6.715500,6.375800,5.757200,5.732300,5.667600,5.496500,5.496500,5.441700,5.309400,5.309400,5.227700,5.134700,4.899400,4.855800,4.813000,4.729600,4.459300,4.423200,4.387700,4.352700,4.352700,4.318300,4.284400,4.218200,4.185900,4.185900,4.154000,4.154000,4.122700,4.091800,4.061400,4.061400,3.972700,3.944000,3.944000,3.944000,3.915700,3.887900,3.860400,3.833300,3.833300,3.806600,3.806600,3.806600,3.780200,3.780200,3.728600,3.703300,3.678400,3.678400,3.678400,3.629500,3.629500,3.629500,3.629500,3.629500,3.605500,3.605500,3.605500,3.558500,3.558500,3.558500,3.558500,3.535500,3.535500,3.512800,3.512800,3.512800,3.512800,3.490300,3.468100,3.403300,3.403300,3.382200,3.340800,3.320500,3.300500,3.261000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,32.978800,22.510500,22.439200,22.034500,21.630000,21.630000,20.874200,20.874200,20.448100,20.283600,19.579900,18.503600,17.769700,16.960800,16.930400,16.311200,15.139700,15.074100,14.604500,14.502500,14.434400,13.947100,13.736900,12.996400,12.928600,12.922800,12.434600,12.227000,11.990700,11.832400,11.454300,11.261800,10.756600,9.981500,8.982900,8.884100,8.638300,8.347300,8.291500,8.182000,8.156200,8.025500,8.023100,8.023100,7.920600,7.690800,7.334800,7.263200,7.120100,7.095200,6.923700,6.884100,6.776900,6.703700,6.637000,6.597800,6.591200,6.520000,6.515700,6.426200,6.426200,6.407100,6.293200,6.187600,6.069100,6.052100,5.896500,5.834700,5.708500,5.702600,5.659900,5.593000,5.482100,5.401700,5.377800,5.342900,5.323700,5.298200,5.239800,5.197400,5.193000,5.193000,5.192900,5.144900,5.122500,5.074100,5.054000,5.051000,5.034300,4.954500,4.949700,4.922300,4.884300,4.872900,4.844300,4.827900,4.808000,4.772200,4.772200,4.699700
0.750000,25.215500,21.705800,20.132600,19.101800,18.795200,17.584500,17.445000,17.398800,17.323500,16.993300,16.415600,14.544000,14.190700,14.060200,13.883900,13.749700,13.143100,13.117000,13.102400,13.021900,12.759200,12.495300,11.903200,11.800100,11.576700,11.348900,11.341200,11.271300,11.058800,11.058800,11.032000,10.495500,10.444400,10.267600,10.245300,10.196700,9.751600,9.460300,9.367800,9.186200,9.136200,9.128300,9.078900,9.018600,8.932200,8.882100,8.873200,8.873200,8.787700,8.551600,8.472500,8.445700,8.358800,8.268700,8.254500,8.129000,7.990300,7.964500,7.907400,7.857200,7.830400,7.824900,7.744200,7.727000,7.609300,7.510200,7.438600,7.402400,7.359300,7.138100,7.092800,7.075900,6.892900,6.857200,6.845800,6.802600,6.700300,6.695900,6.600500,6.578600,6.560600,6.556800,6.492100,6.441500,6.407800,6.289900,6.205400,6.157900,6.156200,6.151900,6.137800,6.104600,6.066700,6.027400,5.990900,5.947800,5.892800,5.867300,5.813000,5.791100
1.000000,15.969100,15.845900,15.317400,14.656800,13.998600,13.442600,11.091100,11.031600,10.675300,10.278300,9.638600,9.452500,9.199700,8.780400,8.528500,8.523900,8.424100,8.283300,8.083300,7.989000,7.887900,7.877700,7.547400,7.373600,7.235100,7.190100,7.178100,7.123000,7.095200,6.973100,6.963000,6.934300,6.890000,6.849100,6.834900,6.776900,6.601700,6.331800,6.289900,6.143500,6.069100,6.059000,6.027400,6.024000,5.966000,5.934600,5.904300,5.834700,5.786000,5.757200,5.702600,5.659900,5.510100,5.377800,5.326800,5.278100,5.230300,5.230300,5.193000,5.122500,5.054000,5.047600,5.047600,4.954500,4.938500,4.922300,4.918600,4.836300,4.836300,4.827900,4.823200,4.756700,4.756700,4.713100,4.713100,4.679600,4.642500,4.568600,4.507400,4.462700,4.394900,4.361700,4.265100,4.259500,4.259500,4.259500,4.233800,4.201800,4.201800,4.172700,4.172700,4.084200,4.084200,4.084200,4.084200,4.084200,4.055500,4.037500,4.037500,4.011300
1.000000,15.012600,13.748400,12.416800,11.215200,11.083700,10.874700,10.594600,10.577300,10.506300,10.461100,10.256900,10.102000,10.045400,9.898700,9.818300,9.669000,9.610400,9.187300,9.128000,8.990500,8.602400,8.460700,8.423200,8.416000,8.282000,8.221800,8.146300,8.138200,8.125600,8.040400,8.034600,7.980200,7.958500,7.947700,7.941000,7.884500,7.652200,7.625300,7.579900,7.527200,7.503200,7.439400,7.419600,7.412500,7.358400,7.336200,7.336200,7.262500,7.246600,7.210100,7.188200,7.095200,6.987300,6.945900,6.876900,6.875900,6.871000,6.853300,6.776900,6.771300,6.673000,6.673000,6.652000,6.612200,6.586900,6.544500,6.537500,6.439800,6.439800,6.418200,6.407800,6.378600,6.367800,6.327600,6.326400,6.271700,6.222400,6.211700,6.173400,6.149300,6.147600,6.147600,6.124100,6.123000,6.111000,6.075100,6.058500,6.034500,6.027400,6.018000,6.005000,5.992300,5.982000,5.962100,5.959600,5.945100,5.934300,5.928200,5.920900,5.907400
0.666667,16.249100,16.232400,16.201400,14.191800,13.460200,13.303300,13.030800,12.930900,11.566900,11.486300,11.201200,10.858700,10.847700,10.640600,10.419300,10.305500,10.280400,10.006000,9.252200,9.174400,9.138600,9.016100,8.772400,8.730000,8.727700,8.675800,8.068000,8.068000,8.048400,7.995900,7.986300,7.961800,7.958500,7.947700,7.933300,7.892500,7.788100,7.781200,7.690400,7.681600,7.675300,7.584200,7.568500,7.505100,7.495400,7.311800,7.288600,7.274400,7.164000,7.147300,7.095200,7.045900,7.019100,6.783700,6.776900,6.732800,6.595700,6.484600,6.405500,6.381600,6.327600,6.198700,6.197500,6.129100,5.882300,5.861800,5.836500,5.834700,5.702600,5.628000,5.594100,5.583600,5.538500,5.377800,5.373400,5.227700,5.054000,4.990800,4.954500,4.922300,4.827900,4.165000,3.641100,2.755200,2.743000,2.732500,2.707000,2.706000,2.689400,2.689400,2.671700,2.664600,2.664100,2.662300,2.655600,2.650100,2.645700,2.638000,2.634400,2.634400
1.000000,12.860700,12.157400,11.541800,11.350200,10.449500,10.270300,9.844200,9.111100,9.002100,8.704300,8.364200,8.239700,7.860800,7.801000,7.801000,7.641100,7.597200,7.504000,7.320100,7.198700,7.105200,6.600400,6.596700,6.512900,6.391100,6.327500,6.319400,6.217400,6.150900,6.056100,5.959400,5.948400,5.763000,5.763000,5.749700,5.665500,5.583600,5.580800,5.454400,5.435000,5.373300,5.320500,5.294500,5.218100,5.207600,5.143800,5.138300,5.107400,5.104400,5.036200,5.001300,4.973100,4.933000,4.899600,4.834000,4.834000,4.788300,4.677600,4.633100,4.615300,4.474800,4.374400,4.334100,4.294500,4.255600,4.255600,4.255600,4.143100,4.106900,4.071300,4.036400,4.036400,4.036400,4.036400,4.013100,4.002000,4.002000,3.968200,3.968200,3.968200,3.968200,3.902300,3.870200,3.870200,3.866800,3.858400,3.841600,3.838600,3.838600,3.830900,3.830900,3.816700,3.807500,3.807500,3.807500,3.776900,3.776900,3.776900,3.764500,3.746800
1.000000,14.708400,11.434000,10.341300,10.224000,9.507300,9.275100,9.219800,9.005000,8.978400,8.814800,8.325800,7.674100,7.588100,6.953200,6.697100,6.520000,6.352100,6.333600,6.333600,6.313100,6.000500,5.943500,5.926000,5.879800,5.836500,5.817000,5.777700,5.758800,5.731200,5.624300,5.439700,5.429400,5.421200,5.326800,5.324400,5.324400,5.304600,5.291500,5.278700,5.229600,5.218500,5.197400,5.195100,5.195100,5.192900,5.176400,5.163800,5.135000,5.114600,5.102200,5.085800,5.085800,5.071900,5.071900,5.071900,5.054100,5.054100,5.034300,5.016800,4.983300,4.983300,4.983000,4.954500,4.949700,4.926000,4.916800,4.788100,4.735200,4.735200,4.735200,4.709100,4.657800,4.657800,4.558600,4.558600,4.558600,4.537000,4.534400,4.510500,4.486900,4.440300,4.372200,4.306200,4.284700,4.242200,4.200500,4.200500,4.180000,4.159700,4.139600,4.139600,4.119600,4.119600,4.119600,4.119600,4.088300,4.080400,4.041800,4.041800,3.981300
1.000000,19.210100,18.045800,14.936300,10.570100,9.208500,9.182600,9.182600,8.848900,8.744100,8.635500,8.582100,8.375500,8.329600,8.227100,7.900800,7.856400,7.768800,7.726000,7.563700,7.518200,7.472800,7.400200,7.343400,6.986600,6.923700,6.850900,6.842000,6.812400,6.761600,6.758100,6.758100,6.718900,6.704700,6.549300,6.449700,6.315600,6.224400,6.164300,6.036400,5.951700,5.951700,5.924900,5.884400,5.869300,5.844500,5.757200,5.711200,5.694200,5.690200,5.667600,5.635300,5.580800,5.543800,5.525100,5.496500,5.496500,5.489300,5.454000,5.441700,5.392700,5.309400,5.309400,5.227700,5.134700,4.899400,4.855800,4.649200,4.573300,4.499800,4.428600,4.423200,4.284400,4.260200,4.196300,4.185900,4.185900,4.165100,4.165100,4.154000,4.134400,4.122700,4.091800,4.074200,4.074200,4.061400,4.061400,3.987200,3.972700,3.959000,3.944000,3.944000,3.944000,3.915700,3.903800,3.876800,3.860400,3.850200,3.850200,3.850200,3.823900
0.666667,22.781300,22.061600,22.003800,21.905400,21.873500,20.122400,19.989800,19.529500,19.449300,18.083000,17.248400,17.124700,16.569900,15.981400,15.898400,15.877800,15.241600,15.180000,14.933300,14.629500,14.386200,14.383300,14.202300,14.165200,14.025200,13.926600,13.762700,13.709000,13.466500,13.311000,12.877000,12.873600,12.803200,12.733500,12.664500,12.104200,11.461100,11.261800,10.398800,10.319700,10.319200,9.869300,9.590200,9.529300,9.522900,9.397400,9.395400,9.322500,9.200100,9.016600,8.995800,8.982900,8.815200,8.780400,8.779200,8.615800,8.606600,8.571100,8.187600,8.073600,8.055000,7.989000,7.985900,7.825600,7.824900,7.722300,7.671600,7.621600,7.547400,7.513900,7.475500,7.413300,7.373600,7.263200,7.235100,7.224900,7.190100,7.100900,7.095200,7.076500,6.973100,6.934300,6.892900,6.890000,6.884100,6.849100,6.780700,6.776900,6.752700,6.723400,6.703700,6.683500,6.637000,6.618200,6.552900,6.520000,6.506300,6.481400,6.449500,6.426100
1.000000,19.216200,16.477800,13.781600,12.919500,11.688500,11.606000,11.201200,10.364600,9.947900,9.855600,9.801400,9.713900,9.631700,9.600100,9.281700,9.230800,9.187500,9.182700,8.989900,8.735800,8.727700,8.530600,8.525900,8.503200,8.498100,8.343200,8.332400,8.211600,8.084100,8.068000,8.055300,7.943000,7.788100,7.589700,7.466500,7.164000,7.118700,7.078900,6.895500,6.802100,6.768700,6.690300,6.520900,6.483200,6.443300,6.197500,6.129100,6.089600,5.950700,5.940500,5.703200,5.646700,5.570900,5.561400,5.410600,5.368000,5.339500,5.228400,5.031800,4.794900,4.478700,4.446100,4.260200,4.201600,4.116700,4.062000,4.062000,3.906200,2.755200,2.743000,2.732500,2.707000,2.706000,2.689400,2.689400,2.671700,2.664600,2.664100,2.662300,2.655600,2.650100,2.645700,2.638000,2.634400,2.634400,2.626000,2.620000,2.618700,2.613500,2.603900,2.599500,2.598100,2.583200,2.580800,2.579100,2.575100,2.575100,2.573400,2.567800,2.567600
0.500000,27.886400,21.175600,6.953200,6.884100,6.715500,6.375800,5.757200,5.732300,5.667600,5.496500,5.496500,5.441700,5.309400,5.309400,5.227700,5.134700,4.899400,4.855800,4.813000,4.729600,4.459300,4.423200,4.387700,4.352700,4.352700,4.318300,4.284400,4.218200,4.185900,4.185900,4.154000,4.154000,4.122700,4.091800,4.061400,4.061400,3.972700,3.944000,3.944000,3.944000,3.915700,3.887900,3.860400,3.833300,3.833300,3.806600,3.806600,3.806600,3.780200,3.780200,3.728600,3.703300,3.678400,3.678400,3.678400,3.629500,3.629500,3.629500,3.629500,3.629500,3.605500,3.605500,3.605500,3.558500,3.558500,3.558500,3.558500,3.535500,3.535500,3.512800,3.512800,3.512800,3.512800,3.490300,3.468100,3.403300,3.403300,3.382200,3.340800,3.320500,3.300500,3.261000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.750000,17.180200,15.445000,12.795100,12.011000,11.745800,11.665200,11.438100,10.936200,10.916000,10.162900,10.017200,9.993300,9.800200,9.743100,9.690000,9.676600,9.652300,9.637200,9.336300,9.076500,9.053200,8.766400,8.584800,8.511100,8.498400,8.486900,8.481500,8.419000,8.405700,8.208300,8.154700,8.145200,8.108300,8.016800,7.958500,7.874700,7.784000,7.704300,7.462600,7.413100,7.395500,7.305900,7.177100,7.167900,7.095200,6.965800,6.796600,6.783700,6.776900,6.636600,6.588600,6.563500,6.456000,6.420500,6.327600,6.320400,6.233200,6.143800,6.127400,6.066000,6.032400,5.901200,5.864200,5.843500,5.834700,5.767900,5.694800,5.660200,5.573700,5.521900,5.512500,5.479200,5.477600,5.447000,5.423600,5.402600,5.394000,5.377800,5.371900,5.371900,5.371900,5.343200,5.338800,5.319200,5.242400,5.184200,5.095200,5.054000,5.052000,5.040800,5.024700,5.009200,4.963000,4.962900,4.962900,4.961500,4.954500,4.947800,4.889100,4.885400
0.750000,25.215500,21.705800,20.132600,19.101800,18.795200,17.584500,17.445000,17.398800,17.323500,16.993300,16.415600,14.544000,14.190700,14.060200,13.883900,13.749700,13.143100,13.117000,13.102400,13.021900,12.759200,12.495300,11.903200,11.800100,11.576700,11.348900,11.341200,11.271300,11.058800,11.058800,11.032000,10.495500,10.444400,10.267600,10.245300,10.196700,9.751600,9.460300,9.367800,9.186200,9.136200,9.128300,9.078900,9.018600,8.932200,8.882100,8.873200,8.873200,8.787700,8.551600,8.472500,8.445700,8.358800,8.268700,8.254500,8.129000,7.990300,7.964500,7.907400,7.857200,7.830400,7.824900,7.744200,7.727000,7.609300,7.510200,7.438600,7.402400,7.359300,7.138100,7.092800,7.075900,6.892900,6.857200,6.845800,6.802600,6.700300,6.695900,6.600500,6.578600,6.560600,6.556800,6.492100,6.441500,6.407800,6.289900,6.205400,6.157900,6.156200,6.151900,6.137800,6.104600,6.066700,6.027400,5.990900,5.947800,5.892800,5.867300,5.813000,5.791100
1.000000,14.312100,11.862100,11.797400,10.406000,9.688800,8.457900,7.683000,7.322300,7.120700,7.100100,7.064400,6.912000,6.180800,6.022900,5.824600,5.550100,5.463700,5.381600,5.184400,5.146700,5.146700,5.036800,4.961600,4.961600,4.931400,4.926800,4.892400,4.892400,4.858600,4.830400,4.733500,4.727700,4.727700,4.671000,4.671000,4.664800,4.664800,4.521700,4.485900,4.464600,4.301800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,15.969100,15.845900,15.317400,14.656800,13.998600,13.442600,11.091100,11.031600,10.675300,10.278300,9.638600,9.452500,9.199700,8.780400,8.528500,8.523900,8.424100,8.283300,8.083300,7.989000,7.887900,7.877700,7.547400,7.373600,7.235100,7.190100,7.178100,7.123000,7.095200,6.973100,6.963000,6.934300,6.890000,6.849100,6.834900,6.776900,6.601700,6.331800,6.289900,6.143500,6.069100,6.059000,6.027400,6.024000,5.966000,5.934600,5.904300,5.834700,5.786000,5.757200,5.702600,5.659900,5.510100,5.377800,5.326800,5.278100,5.230300,5.230300,5.193000,5.122500,5.054000,5.047600,5.047600,4.954500,4.938500,4.922300,4.918600,4.836300,4.836300,4.827900,4.823200,4.756700,4.756700,4.713100,4.713100,4.679600,4.642500,4.568600,4.507400,4.462700,4.394900,4.361700,4.265100,4.259500,4.259500,4.259500,4.233800,4.201800,4.201800,4.172700,4.172700,4.084200,4.084200,4.084200,4.084200,4.084200,4.055500,4.037500,4.037500,4.011300
1.000000,23.376400,17.653000,17.173600,17.118800,16.586800,15.308500,14.355200,12.820600,11.297000,9.592800,8.966000,8.796200,8.582400,8.345000,8.293700,8.144100,8.066500,7.896300,7.870700,7.650200,7.517200,7.512500,7.369800,7.325100,7.325100,7.237200,7.095200,7.010000,6.979300,6.776900,6.588800,6.496800,6.444500,6.444500,6.435100,6.359700,6.340400,6.260800,6.239600,6.078600,6.078600,6.078600,6.071800,6.069100,6.051500,5.987000,5.981500,5.955300,5.892800,5.866600,5.866600,5.862100,5.742300,5.726000,5.702600,5.659900,5.641700,5.641700,5.627300,5.561900,5.541900,5.518400,5.516800,5.511000,5.489800,5.484100,5.463100,5.436700,5.412200,5.377800,5.364000,5.316800,5.316800,5.224700,5.193000,5.193000,5.135700,5.122500,5.092400,5.086800,5.054000,5.049700,5.007800,4.966600,4.954500,4.952300,4.952300,4.928200,4.926000,4.926000,4.922300,4.909100,4.909100,4.886100,4.866600,4.827900,4.824800,4.808300,4.808300,4.807500
0.666667,16.249100,16.232400,16.201400,14.191800,13.460200,13.303300,13.030800,12.930900,11.566900,11.486300,11.201200,10.858700,10.847700,10.640600,10.419300,10.305500,10.280400,10.006000,9.252200,9.174400,9.138600,9.016100,8.772400,8.730000,8.727700,8.675800,8.068000,8.068000,8.048400,7.995900,7.986300,7.961800,7.958500,7.947700,7.933300,7.892500,7.788100,7.781200,7.690400,7.681600,7.675300,7.584200,7.568500,7.505100,7.495400,7.311800,7.288600,7.274400,7.164000,7.147300,7.095200,7.045900,7.019100,6.783700,6.776900,6.732800,6.595700,6.484600,6.405500,6.381600,6.327600,6.198700,6.197500,6.129100,5.882300,5.861800,5.836500,5.834700,5.702600,5.628000,5.594100,5.583600,5.538500,5.377800,5.373400,5.227700,5.054000,4.990800,4.954500,4.922300,4.827900,4.165000,3.641100,2.755200,2.743000,2.732500,2.707000,2.706000,2.689400,2.689400,2.671700,2.664600,2.664100,2.662300,2.655600,2.650100,2.645700,2.638000,2.634400,2.634400
0.666667,18.776000,17.071100,16.679000,14.490400,14.474900,13.332300,12.572400,12.482700,12.299800,11.599700,11.548500,11.460000,11.294100,10.959900,9.336900,8.853900,8.853900,8.783800,8.692300,8.580300,8.564700,8.514500,8.414700,8.309900,8.197200,8.081000,8.081000,7.997100,7.965100,7.949600,7.852500,7.823800,7.797400,7.739900,7.689400,7.689400,7.636600,7.593400,7.584400,7.482200,7.334000,7.285900,7.191600,7.191600,7.095200,6.922700,6.879800,6.831300,6.776900,6.624100,6.472200,6.401000,6.069100,6.048000,6.036300,5.959400,5.921800,5.870000,5.702600,5.669100,5.659900,5.650100,5.642400,5.642400,5.377800,5.314100,5.294400,5.193000,5.160700,5.157100,5.157100,5.138600,5.138600,5.104100,5.054000,5.047200,5.045900,5.026700,5.026700,5.013100,5.001400,4.954500,4.922300,4.916100,4.893300,4.878600,4.873900,4.856700,4.832400,4.832400,4.831200,4.830800,4.827900,4.807800,4.791600,4.761700,4.751500,4.751500,4.742100,4.739000
1.000000,14.708400,11.434000,10.341300,10.224000,9.507300,9.275100,9.219800,9.005000,8.978400,8.814800,8.325800,7.674100,7.588100,6.953200,6.697100,6.520000,6.352100,6.333600,6.333600,6.313100,6.000500,5.943500,5.926000,5.879800,5.836500,5.817000,5.777700,5.758800,5.731200,5.624300,5.439700,5.429400,5.421200,5.326800,5.324400,5.324400,5.304600,5.291500,5.278700,5.229600,5.218500,5.197400,5.195100,5.195100,5.192900,5.176400,5.163800,5.135000,5.114600,5.102200,5.085800,5.085800,5.071900,5.071900,5.071900,5.054100,5.054100,5.034300,5.016800,4.983300,4.983300,4.983000,4.954500,4.949700,4.926000,4.916800,4.788100,4.735200,4.735200,4.735200,4.709100,4.657800,4.657800,4.558600,4.558600,4.558600,4.537000,4.534400,4.510500,4.486900,4.440300,4.372200,4.306200,4.284700,4.242200,4.200500,4.200500,4.180000,4.159700,4.139600,4.139600,4.119600,4.119600,4.119600,4.119600,4.088300,4.080400,4.041800,4.041800,3.981300
1.000000,36.587000,14.070400,14.070400,13.284300,12.921600,9.461900,9.213600,9.102600,8.684000,8.459000,8.367100,7.989000,7.602900,7.547400,7.385300,7.373600,7.235100,7.190100,7.169900,7.095200,7.058300,6.990300,6.973100,6.934300,6.890000,6.849100,6.776900,6.502300,6.324300,6.289900,6.289900,6.222200,6.091000,6.069100,6.059000,6.059000,6.027400,5.996200,5.934600,5.904300,5.904300,5.834700,5.786000,5.728600,5.702600,5.659900,5.563200,5.536500,5.510100,5.416400,5.407000,5.377800,5.376300,5.326800,5.278100,5.230300,5.230300,5.228900,5.193000,5.193000,5.122500,5.054000,5.047600,5.047600,5.047600,5.020400,4.960900,4.954500,4.922300,4.922300,4.918600,4.877100,4.858900,4.836300,4.836300,4.827900,4.796200,4.756700,4.756700,4.679600,4.679600,4.568600,4.532800,4.462700,4.428500,4.394900,4.394900,4.394900,4.361700,4.265100,4.265100,4.233800,4.172700,4.172700,4.172700,4.172700,4.142800,4.113300,4.084200,4.084200
