recall@100,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60,score61,score62,score63,score64,score65,score66,score67,score68,score69,score70,score71,score72,score73,score74,score75,score76,score77,score78,score79,score80,score81,score82,score83,score84,score85,score86,score87,score88,score89,score90,score91,score92,score93,score94,score95,score96,score97,score98,score99,score100
1.000000,23.255100,21.718500,19.607100,15.876500,15.675700,15.145000,14.656100,14.036300,13.126000,12.830300,11.794100,11.778600,11.117200,11.057200,10.581900,10.475900,10.431500,9.876900,9.813200,9.775300,9.759700,9.666600,9.665100,9.600500,9.551400,9.425100,9.219400,9.216900,9.179900,9.041700,8.982500,8.932000,8.787000,8.742200,8.734900,8.669700,8.644600,8.580400,8.536600,8.369600,8.347700,8.287300,8.232500,8.224700,8.062800,7.958500,7.928800,7.812100,7.759100,7.731600,7.720200,7.688200,7.554900,7.542900,7.532400,7.456500,7.329500,7.304800,7.274200,7.234400,7.231800,7.095200,7.072400,6.984000,6.943600,6.935600,6.927500,6.903100,6.892500,6.871000,6.776900,6.746700,6.733300,6.660300,6.636400,6.578900,6.468800,6.409200,6.242300,6.226000,6.197100,6.178100,6.169000,6.130400,6.062100,6.018000,5.973900,5.951100,5.950000,5.925100,5.896800,5.860700,5.842200,5.834700,5.799600,5.702600,5.684000,5.677500,5.650300,5.647800
0.500000,10.482700,10.185400,9.987500,9.530000,9.343700,7.861900,7.807800,7.750800,7.653200,7.620300,7.508600,7.395400,7.389800,7.380400,7.338900,7.337500,7.260400,7.216600,7.102000,7.095400,7.045900,6.978600,6.951000,6.924600,6.882200,6.854900,6.742500,6.732100,6.652600,6.627900,6.621700,6.621700,6.596300,6.594000,6.591500,6.554700,6.536000,6.299000,6.294000,6.285000,6.237000,6.169900,6.120300,6.117000,6.042900,6.042900,5.976600,5.802900,5.802500,5.640600,5.624400,5.618200,5.584600,5.540800,5.534700,5.501800,5.477000,5.471700,5.368400,5.313100,5.283000,5.277900,5.234400,5.219800,5.212000,5.211400,5.196800,5.188400,5.180400,5.180400,5.158500,5.157300,5.150900,5.137200,5.126900,5.098800,5.098000,5.098000,5.090700,5.066100,5.066100,5.048700,5.024200,5.021700,5.017500,5.014100,5.012500,5.003500,4.995800,4.975400,4.972800,4.972800,4.967900,4.957300,4.956800,4.952500,4.951200,4.948500,4.929600,4.927600
0.500000,29.538400,20.222700,18.474600,18.190900,13.926100,13.249900,12.845800,12.509800,12.214300,12.001300,11.608200,11.481900,9.977700,9.630700,9.538200,9.188800,9.100100,8.953600,8.912500,8.856400,8.554000,8.397300,8.357400,8.268100,8.258600,8.237600,8.194000,8.085800,7.986500,7.831600,7.762600,7.759000,7.720000,7.719300,7.719300,7.716200,7.440700,7.384700,7.171300,7.169600,7.113600,6.911400,6.911400,6.777000,6.709600,6.707700,6.667900,6.639500,6.590600,6.587400,6.534700,6.502100,6.494900,6.420500,6.402000,6.379800,6.371000,6.329800,6.320500,6.292800,6.267700,6.226300,6.219400,6.113800,6.101200,5.992300,5.989900,5.975500,5.933600,5.898900,5.897000,5.719400,5.667300,5.617200,5.604700,5.573800,5.534200,5.529500,5.409900,5.407000,5.388600,5.377300,5.369300,5.350200,5.337500,5.261500,5.079300,4.950600,4.936800,4.868400,4.834000,4.756700,4.750100,4.747500,4.717800,4.530000,4.464800,4.464800,4.428500,4.365100
1.000000,15.939700,14.798400,13.256600,12.387000,11.630200,11.338400,11.267300,10.302100,10.020900,9.537500,9.227900,9.065300,9.002200,8.899900,8.446200,8.140600,7.947700,7.835700,7.706600,7.638100,7.610300,7.605300,7.560100,7.518200,7.390600,7.357500,7.301700,7.249300,7.200000,7.155600,7.144000,7.095200,7.043700,7.035800,6.948600,6.885400,6.883900,6.871000,6.790700,6.783700,6.780300,6.776900,6.762100,6.712500,6.682000,6.611900,6.603400,6.522900,6.468700,6.461100,6.399600,6.399100,6.365700,6.363100,6.349500,6.327600,6.289400,6.264100,6.224900,6.026400,6.004600,5.975500,5.834700,5.795400,5.721700,5.702600,5.691000,5.663900,5.599700,5.599700,5.530600,5.439300,5.430400,5.395200,5.377800,5.344800,5.326300,5.326300,5.209400,5.161300,5.161300,5.054000,5.025100,4.991900,4.954500,4.922300,4.901900,4.895000,4.866100,4.827900,4.826300,4.673700,4.565400,4.428600,4.428600,4.363200,4.363200,4.178100,4.178100,4.148800
0.500000,48.482700,31.790700,28.144700,27.901000,27.820700,27.740800,27.194500,22.081700,18.771000,17.583700,17.198100,17.038600,15.859900,15.697000,15.545100,14.433800,14.293100,14.228800,13.913300,13.901100,13.437000,13.237000,13.216400,12.947500,12.431400,12.278400,11.960200,11.447600,11.075300,10.976700,10.968300,10.838800,10.784200,10.710800,10.657400,10.464200,10.206100,10.037200,9.897500,9.812600,9.659800,9.420700,9.356100,9.327100,9.288300,9.195100,9.167300,9.021600,8.836500,8.755300,8.686100,8.620500,8.454400,8.436200,8.418300,8.404700,8.365200,8.270500,8.258600,8.203700,8.136100,8.065400,7.958500,7.957400,7.947700,7.921600,7.901200,7.885500,7.849700,7.813700,7.704200,7.638100,7.627500,7.619600,7.614700,7.505900,7.502100,7.478600,7.404200,7.224200,7.216000,7.195900,7.194700,7.176000,7.141500,7.061000,7.051900,7.043900,6.948000,6.871000,6.849300,6.809300,6.786900,6.783700,6.776900,6.773200,6.734800,6.730100,6.705900,6.627000
1.000000,24.311100,20.574900,17.124700,15.180000,15.062400,14.629500,14.562400,14.383300,14.349500,14.165200,13.926600,13.762700,13.709000,13.670000,13.602700,13.602700,13.466500,12.873600,12.831600,12.803200,12.803200,12.733500,12.664500,12.104200,12.003000,11.540000,11.101900,10.358500,10.319200,9.629500,9.397400,9.322500,9.200100,9.104800,8.965300,8.571100,8.508700,8.397300,8.173500,7.825600,7.824900,7.722300,7.716200,7.671600,7.671600,7.671600,7.621600,7.475500,7.413300,7.224900,7.171300,7.100900,6.723400,6.683500,6.596200,6.506300,6.481400,6.374000,6.287600,6.145700,5.969400,5.956400,5.791100,5.533000,5.428600,5.326100,5.287000,4.573700,4.458100,4.354800,4.252700,4.131400,4.101400,4.080800,3.957400,3.957400,3.849400,3.823300,3.797500,3.772100,3.722300,3.673800,3.650000,3.603400,3.603400,3.491800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.750000,18.110400,11.046100,11.042000,10.378600,9.860100,9.585900,9.438700,9.285800,9.280500,8.768400,8.541700,8.125900,8.124700,8.098900,7.993900,7.958500,7.947700,7.831100,7.659500,7.648500,7.562000,7.443400,7.439400,7.388700,7.335500,7.330200,7.235500,7.131800,7.127000,7.095200,7.056100,7.047000,7.017000,6.993700,6.986400,6.871000,6.863000,6.823600,6.815100,6.783700,6.776900,6.755900,6.661600,6.644800,6.616400,6.559600,6.543500,6.450600,6.443900,6.417900,6.407100,6.349300,6.327600,6.278800,6.222900,6.096200,6.075200,6.013800,5.932600,5.899300,5.889000,5.875600,5.866400,5.834700,5.833900,5.831100,5.828500,5.818400,5.815200,5.800300,5.797100,5.784500,5.784500,5.759700,5.714200,5.702600,5.702600,5.677400,5.647200,5.627400,5.589900,5.585400,5.559000,5.549700,5.544100,5.541600,5.541600,5.531400,5.530300,5.530300,5.501900,5.491500,5.478300,5.476000,5.476000,5.471200,5.432500,5.430000,5.391600,5.377800
0.333333,18.150100,13.722000,13.579600,12.115600,12.062700,11.778600,11.704400,10.877100,10.637200,10.531000,10.465600,10.044600,9.986400,9.813200,9.688800,9.587300,9.533400,9.382500,9.344700,9.215100,8.995500,8.979300,8.679900,8.378500,8.372000,8.335300,8.284900,8.267100,8.158100,8.062800,8.021300,7.987900,7.957600,7.767400,7.707400,7.676600,7.452200,7.439700,7.436300,7.367000,7.305200,7.248900,7.177500,7.140600,7.120400,7.120400,7.095200,7.078400,7.072400,7.067700,7.013000,6.998300,6.964600,6.940100,6.929700,6.928000,6.871000,6.864800,6.859500,6.818200,6.785100,6.776900,6.720900,6.686000,6.649100,6.590300,6.500100,6.481400,6.420900,6.412600,6.411700,6.332100,6.226000,6.167600,6.144500,6.142800,6.108500,6.108500,6.075400,6.068300,6.048200,6.018000,6.014300,6.012500,5.986400,5.962400,5.962100,5.962100,5.950000,5.939000,5.925100,5.866300,5.866300,5.834700,5.831200,5.811600,5.808500,5.772500,5.753600,5.728800
1.000000,14.348200,11.666400,9.410300,9.177500,8.900000,8.842500,8.789400,8.789400,8.789400,8.443900,8.217100,7.967900,7.862400,7.823400,7.625900,7.547200,7.371600,7.253900,7.218300,7.195600,7.182300,6.990100,6.980800,6.965600,6.943700,6.905500,6.898000,6.778800,6.749900,6.730100,6.708500,6.681000,6.641200,6.634900,6.604200,6.603000,6.514500,6.513200,6.513200,6.433700,6.394800,6.268900,6.145800,6.077000,6.075700,6.038000,6.030600,5.961500,5.887000,5.815900,5.737400,5.253300,5.002300,4.869300,4.805400,4.774100,4.682600,4.640500,4.594500,4.537600,4.412500,4.381700,2.755200,2.732500,2.707000,2.689400,2.689400,2.671700,2.664600,2.664100,2.662300,2.655600,2.650100,2.645700,2.638000,2.634400,2.634400,2.620000,2.618700,2.603900,2.599500,2.598100,2.583200,2.580800,2.579100,2.575100,2.575100,2.573400,2.567800,2.567600,2.567400,2.567100,2.561900,2.561900,2.560800,2.556300,2.554200,2.551300,2.550600,2.550600
1.000000,17.182700,14.114000,13.704300,13.176700,12.243300,11.627700,11.220400,11.086600,10.573600,10.118300,10.056100,10.056100,10.037200,10.016100,9.813200,9.811500,9.811300,9.601700,9.528500,9.526900,9.438400,9.220000,9.212900,9.167300,9.134600,9.125800,9.095500,9.079100,9.056400,9.053500,8.976400,8.901000,8.838600,8.789700,8.686100,8.485300,8.471400,8.365200,8.136100,8.130200,8.062800,8.012400,7.958500,7.901200,7.833600,7.785900,7.705700,7.704200,7.693300,7.639100,7.627500,7.619600,7.593300,7.545100,7.523200,7.502100,7.448800,7.415400,7.327500,7.233400,7.138900,7.095200,7.089000,7.072400,7.058400,7.035000,6.935300,6.871000,6.776900,6.773200,6.734800,6.730100,6.682900,6.661300,6.640500,6.596700,6.576400,6.427100,6.422900,6.395500,6.340400,6.226000,6.156700,6.126900,6.102600,6.032000,6.020600,6.019400,6.018000,6.012500,5.973900,5.950000,5.925100,5.920500,5.902300,5.888300,5.878300,5.834700,5.822900,5.719700
0.500000,15.391100,15.052000,12.705900,12.663100,11.094000,10.872300,10.751200,10.712100,10.333000,10.285300,10.039000,9.834900,9.748700,9.676300,9.551900,9.381000,9.360100,9.224500,8.923900,8.871100,8.805800,8.699300,8.644600,8.600800,8.561800,8.518900,8.504000,8.476300,8.469100,8.445800,8.395600,8.376200,8.268300,8.238200,8.191000,8.149400,8.074700,7.958500,7.956100,7.952900,7.947700,7.732600,7.693000,7.620900,7.599600,7.599200,7.478700,7.444400,7.240200,7.188200,7.095800,7.095200,7.074700,6.988800,6.987300,6.950400,6.842900,6.839400,6.821800,6.815700,6.809700,6.805700,6.783700,6.776900,6.758500,6.744900,6.738300,6.738300,6.703100,6.611500,6.513800,6.500000,6.482100,6.457200,6.400000,6.367600,6.366700,6.332500,6.327600,6.283700,6.218300,6.209800,6.189900,6.082000,6.074700,6.022900,5.998100,5.972100,5.943600,5.941700,5.927900,5.910200,5.873000,5.873000,5.869800,5.853400,5.834700,5.793600,5.727100,5.727100
0.000000,14.521600,10.062500,9.481200,9.055600,8.592800,8.456900,8.425000,8.212000,7.958500,7.947700,7.855700,7.793600,7.760400,7.749000,7.639500,7.437200,7.274800,7.111200,7.095200,7.065100,7.065100,7.030600,7.027500,6.997700,6.951700,6.942800,6.892500,6.871000,6.845800,6.783700,6.776900,6.762900,6.726400,6.690400,6.626900,6.590800,6.489900,6.416200,6.327600,6.296900,6.091300,5.999400,5.834700,5.781000,5.754100,5.702600,5.390600,5.377800,5.224900,5.148300,5.054000,5.032000,5.032000,4.958800,4.954500,4.922300,4.878900,4.827900,4.751400,4.750000,4.686100,4.686100,4.654100,4.591400,3.641100,2.755200,2.743000,2.732500,2.707000,2.706000,2.689400,2.689400,2.671700,2.664600,2.664100,2.662300,2.655600,2.650100,2.645700,2.638000,2.634400,2.626000,2.620000,2.618700,2.613500,2.603900,2.599500,2.598100,2.583200,2.580800,2.579100,2.575100,2.575100,2.573400,2.567800,2.567600,2.567400,2.567100,2.561900,2.561900
1.000000,23.255100,21.718500,19.607100,15.876500,15.675700,15.145000,14.656100,14.036300,13.126000,12.830300,11.794100,11.778600,11.117200,11.057200,10.581900,10.475900,10.431500,9.876900,9.813200,9.775300,9.759700,9.666600,9.665100,9.600500,9.551400,9.425100,9.219400,9.216900,9.179900,9.041700,8.982500,8.932000,8.787000,8.742200,8.734900,8.669700,8.644600,8.580400,8.536600,8.369600,8.347700,8.287300,8.232500,8.224700,8.062800,7.958500,7.928800,7.812100,7.759100,7.731600,7.720200,7.688200,7.554900,7.542900,7.532400,7.456500,7.329500,7.304800,7.274200,7.234400,7.231800,7.095200,7.072400,6.984000,6.943600,6.935600,6.927500,6.903100,6.892500,6.871000,6.776900,6.746700,6.733300,6.660300,6.636400,6.578900,6.468800,6.409200,6.242300,6.226000,6.197100,6.178100,6.169000,6.130400,6.062100,6.018000,5.973900,5.951100,5.950000,5.925100,5.896800,5.860700,5.842200,5.834700,5.799600,5.702600,5.684000,5.677500,5.650300,5.647800
0.500000,29.555200,26.106700,18.025600,17.608800,16.819300,15.641700,15.097000,15.025800,14.856700,14.839600,14.667100,13.712700,13.604000,13.559600,13.559600,13.529400,13.351600,13.346300,13.265300,13.106100,13.090000,13.090000,12.874400,12.866500,12.804300,12.799000,12.798900,12.720800,12.719700,12.650000,12.527100,12.442200,12.038700,11.843200,11.634500,11.544600,11.042300,10.994300,10.958400,10.940400,10.868200,10.692200,10.606300,10.457400,10.438500,10.358700,10.196600,10.041500,10.003200,9.988800,9.889800,9.889800,9.877800,9.801100,9.673600,9.636300,9.632200,9.630400,9.630400,9.628300,9.603200,9.544200,9.544200,9.472700,9.461600,9.452900,9.380300,9.380300,9.380300,9.331700,9.331700,9.319100,9.312600,9.300500,9.242400,9.066600,9.006000,8.951400,8.891700,8.852300,8.741900,8.658500,8.638600,8.570800,8.546300,8.546300,8.540300,8.540300,8.491400,8.392800,8.331200,8.290900,8.278400,8.196000,8.168200,8.147700,8.137300,8.125500,8.094500,8.064700
0.500000,29.538400,20.222700,18.474600,18.190900,13.926100,13.249900,12.845800,12.509800,12.214300,12.001300,11.608200,11.481900,9.977700,9.630700,9.538200,9.188800,9.100100,8.953600,8.912500,8.856400,8.554000,8.397300,8.357400,8.268100,8.258600,8.237600,8.194000,8.085800,7.986500,7.831600,7.762600,7.759000,7.720000,7.719300,7.719300,7.716200,7.440700,7.384700,7.171300,7.169600,7.113600,6.911400,6.911400,6.777000,6.709600,6.707700,6.667900,6.639500,6.590600,6.587400,6.534700,6.502100,6.494900,6.420500,6.402000,6.379800,6.371000,6.329800,6.320500,6.292800,6.267700,6.226300,6.219400,6.113800,6.101200,5.992300,5.989900,5.975500,5.933600,5.898900,5.897000,5.719400,5.667300,5.617200,5.604700,5.573800,5.534200,5.529500,5.409900,5.407000,5.388600,5.377300,5.369300,5.350200,5.337500,5.261500,5.079300,4.950600,4.936800,4.868400,4.834000,4.756700,4.750100,4.747500,4.717800,4.530000,4.464800,4.464800,4.428500,4.365100
0.666667,17.428000,15.985100,15.199300,14.581800,14.137700,13.941300,13.548000,13.446500,13.324200,12.657100,12.433400,12.229900,11.782800,11.697000,11.123400,11.040800,10.882800,10.846700,10.809800,10.708700,10.561600,10.513200,10.424800,10.337900,10.328200,10.219900,10.081500,10.054500,10.035900,9.809300,9.603700,9.574700,9.535100,9.498700,9.429000,9.406200,9.364800,9.316100,9.213400,9.204500,9.166800,9.103400,9.015800,8.937100,8.899600,8.862500,8.723200,8.710400,8.709100,8.699800,8.622000,8.622000,8.567700,8.564700,8.493600,8.434300,8.430600,8.410100,8.258100,8.236600,8.121000,8.059600,7.988400,7.947800,7.901700,7.860000,7.708300,7.689000,7.671500,7.621800,7.504300,7.498600,7.498200,7.475200,7.439100,7.334900,7.286000,7.270200,7.237600,7.125900,7.120600,7.118000,7.115800,7.097900,7.056600,7.046700,7.016600,6.991500,6.969900,6.866700,6.804100,6.803300,6.791900,6.695800,6.688400,6.686900,6.618600,6.552600,6.551600,6.541700
